"Link-ID","Text","Typ","Enable When","Wertemenge","Herkunft","Nutzung"
"8.13.g.1.1","(8.13.g.1.1) Erkrankung","open-choice","","Mittelohrentzündung :: Hals-/Mandelentzündung :: Pseudokrupp-Anfall :: Bronchitis :: Lungenentzündung :: Magen-Darm-Infektion :: Fieberkrämpfe :: Cerebraler Krampfanfall :: Blasen/Harnwegsentzündung ","DE-NI",""
"8.14","(8.14) Chronische Erkrankung vorhanden","boolean","","","",""
"8.14b","(8.14b) Bisher durchgemachte Erkrankungen, bspw. Windpocken oder Masern. Zeitlich nicht bestimmt","text","","","DE-BW",""
"8.15","(8.15) Krankenhausaufenthalt","boolean","","","",""
"8.15.1","(8.15.1) Detaillierte Angaben zum Krankenhausaufenthalt?","string","8.15 = true","","",""
"8.17","(8.17) Entwicklungsdiagnostik","boolean","","","",""
"8.21","(8.21) Schwere Behinderung vorhanden?","boolean","","","",""
"8.21.g","(8.21.g) Details Behinderung","group","8.21 = true","","",""
"8.21.g.1","(8.21.g.1) Welche Behinderung","text","","","",""
"8.27","(8.27) Wurde ihr Kind operiert","boolean","","","",""
"8.27.1","(8.27.1) Wie fand die Operation statt?","choice","8.27 = true","Ambulant :: Krankenhaus ","",""
"8.27.2","(8.27.2) Welche Operationen wurden durchgeführt?","choice","8.27 = true","Entfernung der Rachenpolypen :: Paukendrainage :: Mandeloperation :: Blinddarmoperation :: Leisten-/Nabelbruchoperation :: Augenoperation :: Sonstige Operation ","",""
"8.52","(8.52) Unfälle Verbrennung/Verbrühung","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.79","(8.79) Juckender Hautausschlag","group","","","DE-NI",""
"8.79.1","(8.79.1) Hatte Ihr Kind irgendwann einmal einen juckenden Hautausschlag, der stärker oder schwächer über mind. 6 Montae auftrat?","boolean","","","DE-NI",""
"8.79.2","(8.79.2) Trat dieser juckende Hautausschlag bei Ihrem Kind irgendwann einmal an einer der folgenden Körperstellen auf: In der Ellenbeuge, Kniekehle, an den Hand oder Fußgelenken, im Gesicht oder am Hals?","boolean","8.79.1 = true","","DE-NI",""
"8.80","(8.80) Geräusche beim Atmen","group","","","DE-NI",""
"8.80.1","(8.80.1) Hatte Ihr Kind in den letzten 12 Monaten jemals beim Atmen pfeiffende oder keuchende Geräusche im Brustkorb?","boolean","","","DE-NI",""
"8.80.2","(8.80.2) Hatte Ihr Kind in den letzten 12 Monaten jemals beim Atmen pfeiffende oder keuchende Geräusche im Brustkorb während oder nach körperlicher Anstrengung?","boolean","","","DE-NI",""
"8.80.3","(8.80.3) Hatte Ihr Kind in den letzten 12 Monaten nachts einen trockenen Reizhusten, obwohl es keine Erkältung oder Bronchitis hatte?","boolean","","","DE-NI",""
"8.81","(8.81) Niesen, verstopfte Nase","group","","","DE-NI",""
"8.81.1","(8.81.1) Hatte Ihr Kind in den letzten 12 Monaten Niesanfälle oder eine laufende, verstopfte oder juckende Nase, obwohl es nicht erkältet war?","boolean","","","DE-NI",""
"8.81.2","(8.81.2) Hatte Ihr Kind in den letzten 12 Monaten gleichzeitig mit diesen Nasenbeschwerden auch juckende oder tränende Augen?","boolean","","","DE-NI",""
"9","(9) Förderungen","group","","","",""
"9.1a","(9.1a) Werden oder wurden bei Ihrem Kind jemals Förder- oder Heilmaßnahmen durchgeführt? (Mehrfachnennung möglich)?","boolean","","","DE-SL",""
"9.1a.g","(9.1a.g) Therapien","group","9.1a = true","","DE-SN",""
"9.2","(9.2) Sprachtherapie","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.2b","(9.2b) Logopädie","choice","","Warteliste :: Ja :: Nein ","DE-BW",""
"9.2e","(9.2e) Andere Beratungs-, Förder- oder Heilmaßnahmen","choice","","Warteliste :: Ja :: Nein ","DE-BW",""
"9.3","(9.3) Frühförderung","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.4","(9.4) Ergotherapie","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.8","(9.8) Krankengymnastik","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"10","(10) Medienkonsum","group","","","",""
"10.1","(10.1) Durchschnittlich pro Tag am Fernseher/Smartphone/Tablet/Spielkonsole/Computer","integer","","","",""
"10.3a","(10.3a) Wie lange sieht Ihr Kind durchschnittlich pro Tag Fernsehsendungen und Filme an und/oder spielt mit dem Smartphone/Tablet/Computer/ an der Spielkonsole? An einem Wochentag:","choice","","Gar nicht :: Bis 0,5 Stunden :: 0,5 bis 1 Stunde :: 1 bis 2 Stunden :: 2 bis 4 Stunden :: Mehr als 4 Stunden ","DE-BW",""
"10.3b","(10.3b) Wie lange sieht nutzt Kind Fernseher, Smartphone oder Spielkonsole an einem Wochentag","choice","","Gar nicht :: Weniger als 30 Minuten :: 30 Minuten bis 1 Stunde :: 1 bis 2 Stunden :: 2 bis 3 Stunden :: 3 Stunden oder mehr ","DE-BB",""
"10.4a","(10.4a) Wie lange sieht Ihr Kind durchschnittlich pro Tag Fernsehsendungen und Filme an und/oder spielt mit dem Smartphone/Tablet/Computer/ an der Spielkonsole? An einem Samstag/ Sonntag:","choice","","Gar nicht :: Bis 0,5 Stunden :: 0,5 bis 1 Stunde :: 1 bis 2 Stunden :: 2 bis 4 Stunden :: Mehr als 4 Stunden ","DE-BW",""
"10.4b","(10.4b) Wie lange sieht nutzt Kind Fernseher, Smartphone oder Spielkonsole am Wochenende","choice","","Gar nicht :: Weniger als 30 Minuten :: 30 Minuten bis 1 Stunde :: 1 bis 2 Stunden :: 2 bis 3 Stunden :: 3 Stunden oder mehr ","DE-BW",""
"12","(12) Sonstiges","group","","","",""
"12.19","(12.19) Wie viele Stunden pro Tag ist Ihr Kind im Freizeitbereich (z.B. Wald oder Garten) körperlich aktiv?","choice","","unter 1 Stunde :: 1 bis 2 Stunden :: mehr als 2 Stunden ","DE-NI",""
"12.20","(12.20) Ist Ihr Kind Mitglied in einem Sportverein?","boolean","","","DE-NI",""
"12.21","(12.21) Wie oft geht ihr Kind in den Sportverein?","choice","12.20 = true","1x wöchentlich :: mehr als 1x wöchentlich ","DE-NI",""
"12.22","(12.22) Wie oft trainiert Ihr Kind pro Woche außerhalb der Kita angeleitet?","choice","","1 mal :: 2 mal :: 3 mal :: öfter ","DE-NI",""
"13","(13) Informationen Eltern","group","","","",""
"13.1","(13.1) Schulabschluss 1. Elternteil","choice","","Kein Schulabschluss :: Hauptschulabschluss :: Mittlere Reife oder vergleichbar :: Abitur/Fachhochschulreife oder vergleichbar :: Sonder-/Förderschule :: Derzeit noch in schulischer Ausbildung (Schüler*in) ","",""
"13.2","(13.2) Schulabschluss 2. Elternteil","choice","","Kein Schulabschluss :: Hauptschulabschluss :: Mittlere Reife oder vergleichbar :: Abitur/Fachhochschulreife oder vergleichbar :: Sonder-/Förderschule :: Derzeit noch in schulischer Ausbildung (Schüler*in) ","",""
"13.5","(13.5) Berufstätigkeit 1. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit ","",""
"13.6","(13.6) Berufstätigkeit 2. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit ","",""
"13.15","(13.15) Arbeitet der 1. Elternteil im Schichtdienst?","boolean","","","",""
"13.16","(13.16) Arbeitet der 2. Elternteil im Schichtdienst?","boolean","","","",""
"13.30","(13.30) Wer erzieht das Kind?","choice","","Beide Eltern (zusammen wohnend) :: Beide Eltern (getrennt wohnend) :: Alleinerziehende/er :: Elternteil mit Partner :: Pflegeeltern :: Großeltern :: andere ","DE-NI",""
