"Link-ID","Text","Typ","Enable When","Wertemenge","Herkunft","Nutzung"
"12.15","(12.15) Winter: Sport im Verein","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.16","(12.16) Winter: Sport außerhalb Verein","choice","","Etwa jeden Tag :: 3 bis 5 mal pro Woche :: 1 bis 2 mal pro Woche :: Etwa 1 bis 2 mal im Monat :: Nie :: Keine Angabe ","DE-BB",""
"12.17","(12.17) Fortbewegung: Laufrad, Roller, Fahrrad","boolean","","","DE-BB",""
"12.18","(12.18) Fortbewegung: zu Fuß","boolean","","","DE-BB",""
"13","(13) Informationen Eltern","group","","","",""
"13.1a","(13.1a) Schulabschluss 1. Elternteil","choice","","Kein Abschluss :: Förderschulabschluss :: Hauptschulabschluss, Berufsbildungsreife :: Erweiterte Berufsbildungsreife (EBR), Fachoberschulreife (FOR) :: Realschulabschluss, MSA, 10. Klasse-Abschluss, mittlere Reife :: Abitur, Fachhochschulreife, Fachabitur ","DE-BB",""
"13.2a","(13.2a) Schulabschluss 2. Elternteil","choice","","Kein Abschluss :: Förderschulabschluss :: Hauptschulabschluss, Berufsbildungsreife :: Erweiterte Berufsbildungsreife (EBR), Fachoberschulreife (FOR) :: Realschulabschluss, MSA, 10. Klasse-Abschluss, mittlere Reife :: Abitur, Fachhochschulreife, Fachabitur ","DE-BB",""
"13.3","(13.3) Berufsabschluss 1. Elternteil","choice","","Kein Berufsabschluss :: Derzeit noch in beruflicher Ausbildung :: Berufliche Ausbildung/Lehre oder vergleichbar :: Fach-/Hochschulabschluss oder vergleichbar ","",""
"13.4","(13.4) Berufsabschluss 2. Elternteil","choice","","Kein Berufsabschluss :: Derzeit noch in beruflicher Ausbildung :: Berufliche Ausbildung/Lehre oder vergleichbar :: Fach-/Hochschulabschluss oder vergleichbar ","",""
"13.5","(13.5) Berufstätigkeit 1. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit ","",""
"13.6","(13.6) Berufstätigkeit 2. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit ","",""
"13.7","(13.7) Anzahl der Kinder im Haushalt. Kinder unter 18 Jahren, einzuschulendes Kind mitgerechnet","integer","","","",""
"13.8","(13.8) Anzahl der Erwachsene im Haushalt","integer","","","",""
