"Link-ID","Text","Typ","Enable When","Wertemenge","Herkunft","Nutzung"
"8.35a","(8.35a) Bisherige Erkrankungen Ihres Kindes?","group","","","DE-SL",""
"8.35","(8.35) Erkrankungen Tuberkuloseerkrankung","boolean","","","DE-SL",""
"8.36","(8.36) Erkrankungen Meningitis/Enceph.","boolean","","","DE-SL",""
"8.37","(8.37) Erkrankungen Pneumonien","boolean","","","DE-SL",""
"8.38","(8.38) Erkrankungen Pseudocroup","boolean","","","DE-SL",""
"8.39","(8.39) Erkrankungen Fieberkrampf/Krampfanfall","boolean","","","DE-SL",""
"8.40","(8.40) Erkrankungen Harnwegserkrankungen","boolean","","","DE-SL",""
"8.41","(8.41) Erkrankungen rez Otitis media","boolean","","","DE-SL",""
"8.42","(8.42) Erkrankungen Allergie","boolean","","","DE-SL",""
"8.42a","(8.42a) Erkrankungen Neurodermitis","boolean","","","DE-SL",""
"8.42b","(8.42b) Keuchhusten","boolean","","","DE-SL",""
"8.42c","(8.42c) Scharlach","boolean","","","DE-SL",""
"8.42d","(8.42d) Chron. Bronchitis","boolean","","","DE-SL",""
"8.42e","(8.42e) Mumps","boolean","","","DE-SL",""
"8.42f","(8.42f) Röteln","boolean","","","DE-SL",""
"8.42g","(8.42g) Windpocken","boolean","","","DE-SL",""
"8.42h","(8.42h) Masern","boolean","","","DE-SL",""
"8.42i","(8.42i) Asthma bronchiale","boolean","","","DE-SL",""
"8.43","(8.43) Erkrankungen Sonstige","boolean","","","DE-SL",""
"8.43.1","(8.43.1) Sonstiges, und zwar:","string","8.43 = true","","DE-SL",""
"8.44","(8.44) Operationen Adenotomie","boolean","","","DE-SL",""
"8.45","(8.45) Operationen Tonsillen-OP","boolean","","","DE-SL",""
"8.46","(8.46) Operationen Herniotomie","boolean","","","DE-SL",""
"8.47","(8.47) Operationen Appendektomie","boolean","","","DE-SL",""
"8.48","(8.48) Operationen Circumcision","boolean","","","DE-SL",""
"8.49","(8.49) Operationen Orchidopexie","boolean","","","DE-SL",""
"8.50","(8.50) Operationen Augenoperation","boolean","","","DE-SL",""
"8.50a","(8.50a) Paukendrainage","boolean","","","DE-SL",""
"8.51","(8.51) Operationen Sonstige OP","boolean","","","DE-SL",""
"8.51.1","(8.51.1) Sonstiges, und zwar:","string","8.51 = true","","DE-SL",""
"8.52","(8.52) Unfälle Verbrennung/Verbrühung","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.53","(8.53) Unfälle Intoxikation","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.54","(8.54) Unfälle Knochenbrüche/Weichteilverletzungen","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.55","(8.55) Unfälle Schwere Kopfverletzungen","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.56","(8.56) Unfälle Sonstige","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.56.1","(8.56.1) Sonstiges, und zwar:","string","8.56 exists true;8.56 != nein;8.56 != keine_angabe","","DE-SL",""
"8.57a","(8.57a) Regelmäßige Einnahme von Medikamenten?","boolean","","","DE-SL",""
"8.57","(8.57) Reg. Med. Antikonvulsiva","boolean","","","DE-SL",""
"8.57.1","(8.57.1) Wegen welcher Erkrankungen ist Ihr Kind zurzeit in Behandlung??","string","8.57 = true","","",""
"8.58","(8.58) Reg. Med. Antiasthmatika/Antiallergika","boolean","","","DE-SL",""
"8.59","(8.59) Reg. Med. Psychopharmaka","boolean","","","DE-SL",""
"8.60","(8.60) Reg. Med. Cardiaca/Kreislaufpräparate","boolean","","","DE-SL",""
"8.61","(8.61) Reg. Med. Jodid oder Thyroxin","boolean","","","DE-SL",""
"8.62","(8.62) Reg. Med. Dermatologische Präparate","boolean","","","DE-SL",""
"8.63","(8.63) Reg. Med. Homöopathische Präparate","boolean","","","DE-SL",""
"8.64","(8.64) Reg. Med. Sonstige","boolean","","","DE-SL",""
"8.64.1","(8.64.1) Sonstiges, und zwar:","string","8.64 = true","","DE-SL",""
"9","(9) Förderungen","group","","","",""
"9.1a","(9.1a) Werden oder wurden bei Ihrem Kind jemals Förder- oder Heilmaßnahmen durchgeführt? (Mehrfachnennung möglich)","boolean","","","DE-SL",""
"9.1a.g","(9.1a.g) Therapien","group","9.1a = true","","DE-SN",""
"9.2ba","(9.2ba) Logopädie","boolean","","","DE-BB",""
"9.2ea","(9.2ea) Andere","boolean","","","DE-BB",""
"9.3a","(9.3a) Frühförderung","boolean","","","DE-BB",""
"9.4a","(9.4a) Ergotherapie","boolean","","","DE-BB",""
"9.6a","(9.6a) Physiotherapie / Krankengymnastik","boolean","","","DE-BB",""
"9.11","(9.11) Fördermaßn. Integration in Regel-Kita","boolean","","","DE-SL",""
"9.12","(9.12) Fördermaßn. FörderKita/Integrative Kita","boolean","","","DE-SL",""
"9.13","(9.13) Fördermaßn. Vorschul. Päd. Sprachförderung","boolean","","","DE-SL",""
"12","(12) Sonstiges","group","","","",""
"12.7a","(12.7a) Präv. Maßnahmen Regemäßig Sport im Verein","boolean","","","DE-SL",""
"13","(13) Informationen Eltern","group","","","",""
"13.1","(13.1) Schulabschluss 1. Elternteil","choice","","Kein Schulabschluss :: Hauptschulabschluss :: Mittlere Reife oder vergleichbar :: Abitur/Fachhochschulreife oder vergleichbar :: Sonder-/Förderschule :: Derzeit noch in schulischer Ausbildung (Schüler*in) ","",""
"13.2","(13.2) Schulabschluss 2. Elternteil","choice","","Kein Schulabschluss :: Hauptschulabschluss :: Mittlere Reife oder vergleichbar :: Abitur/Fachhochschulreife oder vergleichbar :: Sonder-/Förderschule :: Derzeit noch in schulischer Ausbildung (Schüler*in) ","",""
