"Link-ID","Text","Typ","Enable When","Wertemenge","Herkunft","Nutzung"
"9.3","(9.3) Frühförderung","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.4","(9.4) Ergotherapie","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.6","(9.6) Physiotherapie","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.9","(9.9) Integrative Betreuung","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"10","(10) Medienkonsum","group","","","",""
"10.1","(10.1) Durchschnittlich pro Tag am Fernseher/Smartphone/Tablet/Spielkonsole/Computer","integer","","","",""
"10.2","(10.2) Fernsehgerät/Computer/Spielkonsole im Zimmer?","boolean","","","",""
"11","(11) Arzt","group","","","",""
"11.2","(11.2) Name Kinderarzt","string","","","",""
"11.3","(11.3) Name Facharzt","string","","","",""
"12","(12) Sonstiges","group","","","",""
"12.7","(12.7) Regelmäßig Sport","boolean","","","",""
"13","(13) Informationen Eltern","group","","","",""
"13.5a","(13.5a) Berufstätigkeit 1. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit :: Sonstiges ","DE-BW",""
"13.6","(13.6) Berufstätigkeit 2. Elternteil","choice","","Nicht erwerbstätig :: Teilzeit :: Vollzeit ","",""
