"Link-ID","Text","Typ","Enable When","Wertemenge","Herkunft","Nutzung"
"6.2","(6.2) Muttersprache des Kindes","choice","","keine Angabe :: Andere :: Afar :: Abchasisch :: Achinesisch :: Acholi :: Dangme :: Adygeisch :: Afrikaans :: ...","",""
"6.3","(6.3) Teilnahme des Kindes an einem Deutschkurs","choice","","Ja :: Nein :: Ist angemeldet ","",""
"6.4","(6.4) Sprachauffälligkeiten","boolean","","","",""
"6.4.1","(6.4.1) Welche Sprachauffälligkeiten","string","6.4 = true","","",""
"6.5","(6.5) Kontakt zu Deutschsprechenden seit Geburt?","boolean","","","",""
"6.6","(6.6) Kontakt zu Deutschprechenden seit Alter:","group","6.5 = false","","",""
"6.6.1","(6.6.1) Jahre","integer","","","",""
"6.6.2","(6.6.2) Monate","integer","","","",""
"7","(7) Entwicklung","group","","","",""
"7.1","(7.1) Sind Sie mit der Entwicklung ihres Kinds zufrieden?","boolean","","","",""
"7.2","(7.2) Mit was sind Sie Unzufrieden?","text","7.1 = false","","",""
"7.3","(7.3) Freies Laufen ab? (Monate)","integer","","","",""
"7.3a","(7.3a) Freies Laufen (bis 15 Monate)","boolean","","","DE-SL",""
"7.4","(7.4) Erste Worte ab? (Monate)","integer","","","",""
"7.4a","(7.4a) Erste Worte bis 1 Jahr","boolean","","","DE-SL",""
"7.5","(7.5) Erste Sätze ab? (Monate)","integer","","","",""
"7.5a","(7.5a) Kleine Sätze bis 2 Jahre","boolean","","","DE-SL",""
"7.6a","(7.6a) Tags und nachts sauber","choice","","bis zum 4. Lebensjahr :: später ","",""
"7.6","(7.6) Tagsüber ohne Windeln ab? (Jahre)","integer","","","",""
"7.7","(7.7) Nachts ohne Windeln ab? (Jahre)","integer","","","",""
"7.8","(7.8) Besonderheiten in der Säuglings- u. Kleinkinderzeit?","boolean","","","",""
"7.8.1","(7.8.1) Welche Besonderheiten lagen vor?","text","7.8 = true","","",""
"7.9","(7.9) Links- oder Rechtshänder","choice","","Rechtshänder :: Linkshänder :: Beidhändig/Unentschieden :: Nicht feststellbar ","",""
"7.10","(7.10) Angabe zu Entwicklungsverzögerungen, bspw. beim Erlernen des Sitzens/Laufens","text","","","",""
"7.11","(7.11) Auffälligkeit des Verhaltens","open-choice","","Konzentrationsstörung :: Bettnässen :: Einkoten :: Ängstlichkeit :: Aggressivität :: Schlafstörung :: Motorische Unruhe/Hyperaktivität :: Riskantes Handeln :: Schlechter Appetit :: ...","",""
"7.12","(7.12) Sorgen Sie sich um die Entwicklung ihres Kindes?","boolean","","","",""
"7.12.1","(7.12.1) Welche Sorgen","string","7.12 = true","","",""
"8","(8) Erkrankungen und gesundheitliche Einschränkungen","group","","","",""
"8.1","(8.1) In regelmäßiger ärztlicher bzw. psychologischer Behandlung","boolean","","","",""
"8.2a","(8.2a) Welche Behandlung? (Mehrfachnennung möglich)","choice","8.1 = true","Ärztlich :: Zahnärztlich :: Psychologisch/Kinder- und Jugendpsychiatrisch :: Sonstige Behandlung :: Keine Angabe ","DE-SL",""
"8.2b","(8.2b) Freitext Angabe, abhängig zu 'Regelmäßig_Behandlung'. Angabe zu Grund und Fachrichtung","text","8.1 = true","","",""
"8.2c","(8.2c) Chronische Erkrankung, Fachrichtung","choice","8.1 = true","Kinderarzt / Hausarzt :: Zahnarzt :: Kieferorthopäde :: Augenarzt :: Hals-Nasen-Ohren-Arzt :: Hautarzt :: Urologe :: Chirurg/Orthopäde :: Kinder- und Jugendpsychiater ","DE-BB",""
"8.2c.1","(8.2c.1) Chronische Erkrankung, Andere:","string","8.2c = andere","","DE-BB",""
"8.2c.2","(8.2c.2) Chronische Erkrankung, Grund:","string","8.1 = true","","DE-BB",""
"8.3","(8.3) Sehstörung vorhanden?","boolean","","","",""
"8.3.1","(8.3.1) Welche Sehstörung","string","8.3 = true","","",""
"8.4","(8.4) Sprachstörung vorhanden?","boolean","","","",""
"8.4.1","(8.4.1) Welche Sprachstörung","string","8.4 = true","","",""
"8.4.1a","(8.4.1a) Störung in der Sprachentwicklung","choice","8.4 = true","Aussprache :: Stottern :: Aussprache und Stottern ","DE-SL",""
"8.5","(8.5) Schielbehandlung?","boolean","","","",""
"8.6","(8.6) Brillenträger?","boolean","","","",""
"8.6a","(8.6a) Hilfsmittel?","choice","","Sehhilfe (z. B. Brille) :: Hörhilfe :: Orthese :: Zahnersatz (Prothese, Platzhalter) :: Anderes ","DE-BB",""
"8.7","(8.7) Letzte Untersuchung beim Augenarzt?","date","","","",""
"8.8","(8.8) Letzte Untersuchung beim Zahnarzt?","date","","","",""
"8.9","(8.9) Schwere Hörstörung vorhanden?","boolean","","","",""
"8.9.1","(8.9.1) Welche Hörstörung","string","8.9 = true","","",""
"8.9.hoerhilfe","(8.9.hoerhilfe) Hörhilfe","boolean","","","DE-BB",""
"8.9.G","(8.9.G) Details: Angeborene schwere Hörstörung","group","8.9 = true","","",""
"8.9.G.hoergeraete.G","(8.9.G.hoergeraete.G) Hörgeräte","group","","","",""
"8.9.G.hoergeraete.G.1","(8.9.G.hoergeraete.G.1) Höregerätseite","choice","","Links :: Rechts :: Beidseits :: Keine Angabe ","",""
"8.9.G.hoergeraete.G.2","(8.9.G.hoergeraete.G.2) Beginn des Tragens","date","","","",""
"8.9.G.cochlea.G","(8.9.G.cochlea.G) Cochleaimplantate","group","","","",""
"8.9.G.cochlea.G.1","(8.9.G.cochlea.G.1) Cochleaimplantat-Seite","choice","","Links :: Rechts :: Beidseits :: Keine Angabe ","",""
"8.9.G.cochlea.G.2","(8.9.G.cochlea.G.2) Beginn des Tragens","date","","","",""
"8.10g","(8.10g) Stoffwechsel & Hormonstörungen","group","","","",""
"8.10g.1","(8.10g.1) Art der Störung oder Erkrankung","choice","","MCAD-Mangel :: Hypothyreose :: PKU :: AGS :: Mukoviszidose :: Diab. mell. Typ I :: Diab. mell. Typ II ","",""
"8.10g.2","(8.10g.2) Beginn der Erkrankung","date","","","",""
"8.11.g","(8.11.g) Erkrankungen","group","","","",""
"8.11.g.1","(8.11.g.1) Erkrankung","open-choice","","Epilepsie :: ADS/ADHS :: Sprachauffälligkeit :: Sehstörung :: Hörstörung :: Herzfehler :: Nieren/Harnwegerkrankung :: Allergischer Schnupfen :: Asthma :: ...","",""
"8.11.g.2","(8.11.g.2) Erkrankungsbeginn","date","","","",""
"8.11.g.3","(8.11.g.3) Durch Ärzt:in festgestellt","boolean","","","",""
"8.12.g","(8.12.g) Infektionskrankheiten","group","","","",""
"8.12.g.1","(8.12.g.1) Infektionskrankheit","open-choice","","COVID-19 :: Hand-Fuß-Mund-Krankheit :: Borreliose :: Hepatitis B :: Hirnhautentzündung :: Keuchhusten :: Masern :: Mumps :: Ringelröten :: ...","",""
"8.12.g.2","(8.12.g.2) Erkrankungsbeginn","date","","","",""
"8.13.g","(8.13.g) Erkrankungen im letzten Jahr","group","","","",""
"8.13.g.1","(8.13.g.1) Erkrankung","open-choice","","Mittelohrentzündung :: Hals-/Mandelentzündung :: Pseudokrupp-Anfall :: Bronchitis :: Lungenentzündung :: Magen-Darm-Infektion :: Fieberkrämpfe :: Cerebraler Krampfanfall :: Blasen/Harnwegsentzündung ","",""
"8.13.g.2","(8.13.g.2) Erkrankungsbeginn","date","","","",""
"8.14","(8.14) Chronische Erkrankung vorhanden","boolean","","","",""
"8.14.1","(8.14.1) Welche Erkrankung?","string","8.14 = true","","",""
"8.14b","(8.14b) Bisher durchgemachte Erkrankungen, bspw. Windpocken oder Masern. Zeitlich nicht bestimmt","text","","","DE-BW",""
"8.14a","(8.14a) Muss Ihr Kind krankheitsbedingt eine spezielle Diät einhalten?","boolean","","","",""
"8.15","(8.15) Krankenhausaufenthalt","boolean","","","",""
"8.15.1","(8.15.1) Detaillierte Angaben zum Krankenhausaufenthalt?","string","8.15 = true","","",""
"8.16","(8.16) Allergietest","boolean","","","",""
"8.16a","(8.16a) Besitzt Ihr Kind Allergien?","choice","","Atopische/Allergische Erkrankungen :: Nahrungsmittelallergien :: Pollenallergien :: Hausstaubmilbenallergien :: Schimmelpilzallergien :: Tierhaarallergien :: Medikamentenallergien :: Sonstige atopische/allergische Erkrankungen ","",""
"8.16a.1","(8.16a.1) Welche sonstigen Allergien?","string","8.16a = sonstiges","","",""
"8.17","(8.17) Entwicklungsdiagnostik","boolean","","","",""
"8.18","(8.18) Behindertenausweis vorhanden","boolean","","","",""
"8.19","(8.19) Grad der Behinderung","integer","","","",""
"8.20","(8.20) Pflegegrad","choice","","Pflegegrad 1 :: Pflegegrad 2 :: Pflegegrad 3 :: Pflegegrad 4 :: Pflegegrad 5 ","",""
"8.21","(8.21) Schwere Behinderung vorhanden?","boolean","","","",""
"8.21.g","(8.21.g) Details Behinderung","group","8.21 = true","","",""
"8.21.g.1","(8.21.g.1) Welche Behinderung","text","","","",""
"8.21.g.2","(8.21.g.2) Behinderung Merkzeichen","text","","","",""
"8.23","(8.23) Regelmäßige Medikamenteneinnahme","boolean","","","",""
"8.23.1","(8.23.1) Welches Medikament","string","8.23 = true","","",""
"8.24","(8.24) Medikamenteneinnahme in der Schulzeit?","boolean","","","",""
"8.24.1","(8.24.1) Welches Medikament","text","8.24 = true","","",""
"8.25","(8.25) Eine Erkrankung, die in einer Notfallsituation beachtet werden muss","boolean","","","",""
"8.25.1","(8.25.1) Welche Erkrankung","text","8.25 = true","","",""
"8.26","(8.26) Sonstige Probleme","text","","","",""
"8.27","(8.27) Wurde ihr Kind operiert","boolean","","","",""
"8.27.1","(8.27.1) Wie fand die Operation statt?","choice","8.27 = true","Ambulant :: Krankenhaus ","",""
"8.27.2","(8.27.2) Welche Operationen wurden durchgeführt?","choice","8.27 = true","Entfernung der Rachenpolypen :: Paukendrainage :: Mandeloperation :: Blinddarmoperation :: Leisten-/Nabelbruchoperation :: Augenoperation :: Sonstige Operation ","",""
"8.27.2.1","(8.27.2.1) Sonstige Operationen?","string","8.27.2 = sonstige_operation","","DE-SL",""
"8.28a","(8.28a) Hatte ihr Kind einen Unfall","boolean","","","",""
"8.28b","(8.28b) Hatte  Ihr Kind jemals einen Unfall, der ärztlich behandelt wurde?","boolean","","","DE-BB",""
"8.28.g","(8.28.g) Hatte ihr Kind einen Unfall","group","8.28a = true","","",""
"8.28.g.1","(8.28.g.1) Ort des Unfall","choice","","Zu Hause :: Kita :: Freizeit :: Straßenverkehr :: Anderer Ort ","",""
"8.28.g.2","(8.28.g.2) Art des Unfalls","choice","","Gehirnerschütterung :: Schwere Schnittverletzung :: Vergiftung :: Knochenbruch :: Prellung :: Verstauchung/Verrenkung/Ausrenkung :: Offene Wunde :: Verbrühung/Verbrennung/Verätzung :: Andere ","",""
"8.28.g.3","(8.28.g.3) Anlass des Unfalls","choice","","Bei Freizeitaktivitäten :: Beim Kindergartenbesuch ","DE-SL",""
"8.29","(8.29) Hat Ihr Kind häufiger Befindlichkeitsstörungen?","choice","","Kopfschmerzen :: Bauchschmerzen :: Muskel-, Gelenk- oder Rückenschmerzen :: Schlafstörungen :: Sonstige Beschwerden ","",""
"8.29.1","(8.29.1) Welche sonstige Befindlichkeitstörung?","string","8.29 = sonstige","","",""
"8.30","(8.30) Wurde Ihr Kind jemals aufgrund von Unfallverletzungen von einem Arzt behandelt??","boolean","","","DE-SL",""
"8.31","(8.31) Einnässen tags","boolean","","","DE-SL",""
"8.32","(8.32) Einnässen nachts","boolean","","","DE-SL",""
"8.33","(8.33) Einkoten tags","boolean","","","DE-SL",""
"8.34","(8.34) Einkoten nachts","boolean","","","DE-SL",""
"8.35","(8.35) Erkrankungen Tuberkuloseerkrankung","boolean","","","DE-SL",""
"8.36","(8.36) Erkrankungen Meningitis/Enceph.","boolean","","","DE-SL",""
"8.37","(8.37) Erkrankungen Pneumonien","boolean","","","DE-SL",""
"8.38","(8.38) Erkrankungen Pseudocroup","boolean","","","DE-SL",""
"8.39","(8.39) Erkrankungen Fieberkrampf/Krampsanfall","boolean","","","DE-SL",""
"8.40","(8.40) Erkrankungen Harnwegserkrankungen","boolean","","","DE-SL",""
"8.41","(8.41) Erkrankungen rez Otitis media","boolean","","","DE-SL",""
"8.42","(8.42) Erkrankungen Allergie","boolean","","","DE-SL",""
"8.42a","(8.42a) Erkrankungen Neurodermitis","boolean","","","DE-SL",""
"8.43","(8.43) Erkrankungen Sonstige","boolean","","","DE-SL",""
"8.44","(8.44) Operationen Adenotomie","boolean","","","DE-SL",""
"8.45","(8.45) Operationen Tonsillen-OP","boolean","","","DE-SL",""
"8.46","(8.46) Operationen Herniotomie","boolean","","","DE-SL",""
"8.47","(8.47) Operationen Appendektomie","boolean","","","DE-SL",""
"8.48","(8.48) Operationen Circumcision","boolean","","","DE-SL",""
"8.49","(8.49) Operationen Orchidopexie","boolean","","","DE-SL",""
"8.50","(8.50) Operationen Augenoperation","boolean","","","DE-SL",""
"8.51","(8.51) Operationen Sonstige OP","boolean","","","DE-SL",""
"8.52","(8.52) Unfälle Verbrennung/Verbrühung","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.53","(8.53) Unfälle Intoxikation","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.54","(8.54) Unfälle Knochenbrücke/Weichteilverletzungen","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.55","(8.55) Unfälle Schwere Kopfverletzungen","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.56","(8.56) Unfälle Sonstige","choice","","Nein :: Ja; zu Hause :: Freizeit außer Haus :: Gemeinschaftseinrichtung :: Wegeunfall :: Keine Angabe ","DE-SL",""
"8.57","(8.57) Reg. Med. Antikonvulsiva","boolean","","","DE-SL",""
"8.57.1","(8.57.1) Wegen welcher Erkrankungen ist Ihr Kind zurzeit in Behandlung??","string","8.57 = true","","",""
"8.58","(8.58) Reg. Med. Antiasthmatika/Antiallergika","boolean","","","DE-SL",""
"8.59","(8.59) Reg. Med. Psychopharmaka","boolean","","","DE-SL",""
"8.60","(8.60) Reg. Med. Cardiaca/Kreislaufpräparate","boolean","","","DE-SL",""
"8.61","(8.61) Reg. Med. Jodid oder Thyroxin","boolean","","","DE-SL",""
"8.62","(8.62) Reg. Med. Dermatologische Präparate","boolean","","","DE-SL",""
"8.63","(8.63) Reg. Med. Homöopathische Präparate","boolean","","","DE-SL",""
"8.64","(8.64) Reg. Med. Sonstige","boolean","","","DE-SL",""
"8.65","(8.65) Orthese","boolean","","","DE-BB",""
"8.66","(8.66) Zahnersatz (Prothese, Platzhalter)","boolean","","","DE-BB",""
"8.67","(8.67) Hörgerät","boolean","","","DE-BB",""
"8.68","(8.68) Andere Verletzung","string","","","DE-BB",""
"8.69","(8.69) Andere Verletzung: zu Hause","boolean","","","DE-BB",""
"8.70","(8.70) Andere Verletzung: Kita","boolean","","","DE-BB",""
"8.71","(8.71) Andere Verletzung: Freizeit","boolean","","","DE-BB",""
"8.72","(8.72) Andere Verletzung: Straßenverkehr","boolean","","","DE-BB",""
"8.73","(8.73) Andere Verletzung: anderer Ort","boolean","","","DE-BB",""
"8.74","(8.74) Hauterkrankungen","boolean","","","DE-SN",""
"8.75","(8.75) Welche Hauterkrankungen","string","8.74 = true","","DE-SN",""
"8.76","(8.76) Orthopädische Erkrankungen?","boolean","","","DE-SN",""
"8.77","(8.77) Welche orthopädischen Erkrankungen","string","8.76 = true","","DE-SN",""
"9","(9) Förderungen","group","","","",""
"9.1","(9.1) Teilnahme am Vorkurs Deutsch","boolean","","","",""
"9.1a","(9.1a) Werden oder wurden bei Ihrem Kind jemals Förder- oder Heilmaßnahmen durchgeführt? (Mehrfachnennung möglich)?","boolean","","","DE-SL",""
"9.1a.g","(9.1a.g) Therapien","group","9.1a = true","","DE-SN",""
"9.2","(9.2) Sprachtherapie","choice","","nein :: abgeschlossen :: läuft z.Zt. Noch :: geplant ","",""
"9.2a","(9.2a) Sprachförderung","choice","","Warteliste :: Ja :: Nein ","DE-BW",""
"9.2a.1","(9.2a.1) Begonnen","date","9.2a = Y","","DE-BW",""
"9.2a.2","(9.2a.2) Beendet","date","9.2a = Y","","DE-BW",""
"9.2b","(9.2b) Logopädie","choice","","Warteliste :: Ja :: Nein ","DE-BW",""
"9.2b.1","(9.2b.1) Begonnen","date","9.2b = Y","","DE-BW",""
"9.2b.2","(9.2b.2) Beendet","date","9.2b = Y","","DE-BW",""
"9.2c","(9.2c) Ergotherapie","choice","","Warteliste :: Ja :: Nein ","DE-BW",""
"9.2c.1","(9.2c.1) Begonnen","date","9.2c = Y","","DE-BW",""
"9.2c.2","(9.2c.2) Beendet","date","9.2c = Y","","DE-BW",""
"9.2d","(9.2d) Psychotherapie","choice","","Warteliste :: Ja :: Nein ","DE-BW",""
"9.2d.1","(9.2d.1) Begonnen","date","9.2d = Y","","DE-BW",""
